title;rating;runtime;genre;release_year;description;director;img_src;type
Jingle Bell Bride;TV-G;84;Drama, Romance;2020;Wedding planner Jessica Perez travels to a remote town in Alaska to find a rare flower for a celebrity client and is charmed by the small town during Christmas, as well as by the handsome local helping her.;Allan Harmon;https://m.media-amazon.com/images/M/MV5BZjNlNzY1YmEtZGI2OC00YzQ3LWJkYmMtNDliNzk2NjM4M2EwXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Christmas Bow;TV-G;83;Drama, Music, Romance;2020;When an accident puts her music dreams on hold, a gifted violinist reconnects with an old family friend who helps her heal and find love during the holidays.;Clare Niederpruem;https://m.media-amazon.com/images/M/MV5BMGQwN2I3YjctODUyYi00M2RlLTg1YzEtMTZjYTJmODYwMzc0XkEyXkFqcGdeQXVyODU3NzkyMDM@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas on Ice;TV-PG;87;Romance;2020;A former figure skater and a former hockey player work together to void the mayor from closing the local skating rink.;John Stimpson;https://m.media-amazon.com/images/M/MV5BOWQ0MmVlMWMtM2E5OS00NjBjLWE4NTMtMTkyY2ZjOGUxZjBkXkEyXkFqcGdeQXVyNDI3NjA5MTY@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
Christmas Mail;TV-PG;89;Comedy, Drama, Family;2010;In this holiday romantic comedy, a mysterious woman who works at the post office answering Santa's mail captures the heart of a disillusioned postal carrier;John Murlowski;https://m.media-amazon.com/images/M/MV5BMjIzNzEyNzA3M15BMl5BanBnXkFtZTcwNDMwNjA4NA@@._V1_UY209_CR11,0,140,209_AL_.jpg;Movie
Christmas Holiday;Not Rated;93;Crime, Drama, Film-Noir;1944;A young femme fatale-type woman realizes that the man she married is an incorrigible wastrel.;Robert Siodmak;https://m.media-amazon.com/images/M/MV5BNjliOTllOGQtZWRjYy00NjU3LWE5OGEtMjQ3MjM1ZmVjMGM0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
'Tis the Season for Love;TV-G;98;Comedy, Drama, Family;2015;A small-town girl who moved to New York to pursue her dreams returns home for the holidays, only to realize that maybe her dreams aren't miles away, but right in her hometown.;Terry Ingram;https://m.media-amazon.com/images/M/MV5BZDQ1NzViMzItNGIyMy00ZDE2LWEzNjYtYzZhZjY3N2MyOWQwXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Road to Christmas;TV-G;84;Comedy, Drama, Romance;2018;A TV producer is producing a Christmas Special for the 5th year but she is then told to co-produce it with the host's son. Initially, she's not too happy about it but - Christmas brings friends and families together.;Allan Harmon;https://m.media-amazon.com/images/M/MV5BNjE3NzNmM2EtMDFmZC00MGU3LWEwNWItZmY0ZTIxMmY0OGNmXkEyXkFqcGdeQXVyNzg0MDM4NTc@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Girlfriends of Christmas Past;TV-PG;90;Comedy, Romance;2016;This Christmas three women plot revenge on the guy who cruelly dumped them all. But will vengeance be worth risking a chance at new love?;Jake Helgren;https://m.media-amazon.com/images/M/MV5BZjlmNWYzMWQtNGFjOC00MDE4LTg0YTAtNTkxODYzYWE5YTZhXkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
My Favorite Christmas Melody;TV-PG;87;Comedy, Romance;2021;Follows Abby, a promising singer-songwriter, as she rediscovers her voice and goes after her dreams, and lets the possibility of love in too.;Michael Kennedy;https://m.media-amazon.com/images/M/MV5BNGUwN2ZiZGQtZGExMS00OWMwLTk0YTAtNjZlNjRiMjRkZTIzXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Thomas Kinkade's Christmas Cottage;PG;96;Biography, Drama;2008;A look at the inspiration behind Thomas Kinkade's painting The Christmas Cottage, and how the artist was motivated to begin his career after discovering his mother was in danger of losing their family home.;Michael Campus;https://m.media-amazon.com/images/M/MV5BNTk0NjU5NjE2NV5BMl5BanBnXkFtZTcwNTY1ODIwMg@@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
Saying Yes to Christmas;TV-PG;87;Drama, Romance;2021;"A magical Christmas wish makes a career-obsessed woman say ""yes"" to every invitation while she's home for the holidays. However, past feelings get reignited when an old flame joins her hectic schedule of Yuletide activities.";Graeme Campbell;https://m.media-amazon.com/images/M/MV5BZGEwZmQ0YjMtOWEwZS00NmZkLTk2NDgtZTNlM2ZkN2Y1NzgyXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
A Christmas Reunion;TV-G;86;Comedy, Romance;2015;A high-flying advertising executive returns to her hometown following the death of her aunt, whose dying wish was for her niece to re-open her bakery shop and host the town's 50th annual Christmas cookie contest.;Sean Olson;https://m.media-amazon.com/images/M/MV5BZDljZTU4YmUtMDVlOC00ZTFjLWIxYzUtZDVkNDYxMDc5YjY3XkEyXkFqcGdeQXVyMTMzODQ1NDE5._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Catch a Christmas Star;TV-G;84;Comedy, Drama, Family;2013;With the help of his two precocious kids, a widower reconnects with his high school sweetheart, who just happens to be one of the biggest pop stars on the planet.;John Bradshaw;https://m.media-amazon.com/images/M/MV5BZjU2OGQ1M2UtYTk3YS00ZDU2LWFlMzItNjNhODlhZWE3YWQ0XkEyXkFqcGdeQXVyNjU2NTIzNDE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Dashing in December;TV-14;88;Drama, Romance;2020;When Wyatt Burwall finally returns home for the holidays in an effort to convince his mother Deb to sell the family's Colorado ranch, a romance unexpectedly ignites between Wyatt and their ...                See full summary »;Jake Helgren;https://m.media-amazon.com/images/M/MV5BMjY2ZjY1ODktODBmMi00ODRlLWJlYTctOTBjM2M0ZDRhY2Q5XkEyXkFqcGdeQXVyNjIwMDIyOTg@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Hot Chocolate Holiday;;95;Comedy, Romance;2021;Colette runs a coffee shop that is known for her famous secret-recipe hot chocolate. When Marcus, a new dessert-shop owner, starts to draw in her customers, she is determined to expose him.;Brian Brough;https://m.media-amazon.com/images/M/MV5BODU5OTU4N2EtOTRjOC00MTViLTkxMzgtMTViZTg4Mzc3ZmY1XkEyXkFqcGdeQXVyMjUwOTMwNw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
12 Gifts of Christmas;TV-G;84;Family, Romance;2015;With just two weeks left until Christmas, a busy marketing executive hires a struggling artist-turned-personal shopper to help him buy gifts for his friends and family.;Peter Sullivan;https://m.media-amazon.com/images/M/MV5BNDc4MjE3Mjk2Ml5BMl5BanBnXkFtZTgwNzU3OTIyNzE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Cranberry Christmas;;84;Comedy, Drama, Romance;2020;A separated couple feign marital bliss on national television to help their town's Christmas festival and their business. But what will the future hold for them when rekindled love is complicated by new opportunities.;Linda-Lisa Hayter;https://m.media-amazon.com/images/M/MV5BYTJiMzBlNGUtZmU2ZS00NjI5LThjY2MtNzc4NjU4NTU0ODY4XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UY209_CR4,0,140,209_AL_.jpg;Movie
A Royal Christmas Match;;85;Comedy, Romance;2022;Princess Camille travels to America to create a college exchange program and falls for professor Rhett, but when she discovers he was hired by her father to babysit her, she wonders if he cares more about her or his career.;Jonathan MacPherson;https://m.media-amazon.com/images/M/MV5BMjg4NzYzOGEtMzM5Ni00YmFjLWFlYWQtMjU0YmFkN2ZkOWQ4XkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Oh Christmas Tree!;TV-G;87;Comedy, Family, Romance;2013;After a woman unexpectedly loses her job, she must work at her family's Christmas-tree lot to make ends meet during the holiday season.;Craig Pryce;https://m.media-amazon.com/images/M/MV5BY2JmNTA3ODgtN2Q5Ni00ZDMwLTk0MjMtMTRmOTMzYWUyMjNkXkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Tree That Saved Christmas;TV-G;88;Drama, Romance;2014;A woman returns to her Vermont hometown to try and save her family's Christmas tree farm from foreclosure.;David Winning;https://m.media-amazon.com/images/M/MV5BNTcwNzU4MTY1MF5BMl5BanBnXkFtZTgwODc3NzQ5MjE@._V1_UY209_CR7,0,140,209_AL_.jpg;Movie
12 Days of Giving;TV-G;87;Comedy, Drama, Family;2017;"After winning a $50,000 prize, a man decides to pay things forward by buying Christmas gifts for strangers under the pseudonym ""Lucky the Elf.""";Christine Conradt;https://m.media-amazon.com/images/M/MV5BYWMzZjliZTAtYzFkMS00Y2IwLWFkOWMtNDYyOTNkMDFhYzBiXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas in the Highlands;;84;Comedy, Drama, Romance;2019;A New York sales manager is sent to the remote Scottish Highlands at Christmas to acquire a limited edition perfume from a dashing Earl preparing for his annual ball and falls in love instead.;Ryan Dewar;https://m.media-amazon.com/images/M/MV5BYWY5ZmZjNDItMTZkZS00YzkwLWFmZmItMzY5NTIyODUzNjNhXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Christmas a la Mode;TV-PG;87;Drama, Romance;2019;A woman needs a miracle in order to save her family's farm and her father's legacy in time for a happy Christmas.;John Stimpson;https://m.media-amazon.com/images/M/MV5BZjZkNWQzMTItMTAwMy00OGM1LWE1ZTQtMDJkZjM2YTRiZDI0XkEyXkFqcGdeQXVyMTE5MTkxMjAx._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Christmas at Graceland: Home for the Holidays;TV-G;84;Music, Romance;2019;Harper is in Memphis before Christmas, visiting her sister and family after three years working at museums in Europe. Visiting Graceland with her two nieces, Harper meets a single dad of three kids and is offered a job as temporary nanny.;Eric Close;https://m.media-amazon.com/images/M/MV5BYTY5NmUwMWUtNWQ3ZC00NmE5LWE2ZDEtZDZjYmQ3NWQzZTZkXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Angel of Christmas;TV-G;84;Comedy, Romance;2015;After she finally gets the chance to pen her very first article, an aspiring newspaper writer digs into her family history to find the perfect Christmas story.;Ron Oliver;https://m.media-amazon.com/images/M/MV5BNDMwOGZlYzUtNGYyNi00ZmM5LThlODgtNGZkNmU3YTY4NzY2XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Wrapped Up in Love;TV-G;89;Comedy, Family, Romance;2021;"Ashley has always been the ""Christmas Queen"" in town. That is, until she meets her match, Ben, a handsome new guy in town, who loves Christmas just as much as she does. They join forces to make Christmas even more meaningful.";Michelle Ouellet;https://m.media-amazon.com/images/M/MV5BNDUwMTM1ZDAtOGQ3My00NjI1LWFkNGQtMTNiMzUwNTk3ZDk4XkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Trading Christmas;TV-G;87;Comedy, Romance;2010;A Teacher from Washington state decides to do a house swap with a Boston Professor to be able to surprise and spend Christmas with her daughter.;Michael M. Scott;https://m.media-amazon.com/images/M/MV5BODA2Njg0MjY2MF5BMl5BanBnXkFtZTgwNDk1NzAxMzE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Christmas Kiss II;Unrated;88;Comedy, Romance;2014;At a Christmastime event, Jenna shares an impromptu, unforgettable kiss with the dashing billionaire, Cooper Montgomery. Unaware of his intentions and fearful of getting hurt in another ...                See full summary »;Kevin Connor;https://m.media-amazon.com/images/M/MV5BYWJlOGM0NmUtZDQyYS00N2FkLWEzNTktMzI0NjI4OTQ2MTFlXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Christmas Ornament;TV-G;83;Romance;2013;A widow plans to give Christmas festivities a miss, as they bring back too many memories of her late husband.;Mark Jean;https://m.media-amazon.com/images/M/MV5BMmZiNzU3YzMtYjUyZC00YTkzLWE0NzQtYjY0MjI2OWFhZDBhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Matchmaker Santa;TV-G;75;Comedy, Drama, Romance;2012;A young baker discovers the magic of Christmas and love.;David S. Cass Sr.;https://m.media-amazon.com/images/M/MV5BYzIyMDhhMTItOGRiMC00ZWJkLTliNjgtOWVjNzMwOGM0NWU0XkEyXkFqcGdeQXVyMjgzMzAzMjE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Red Snow;;80;Comedy, Horror, Thriller;2021;A struggling vampire romance novelist must defend herself against real-life vampires during Christmas in Lake Tahoe.;Sean Nichols Lynch;https://m.media-amazon.com/images/M/MV5BYjYyNTJjZjktNWUyMS00MDc3LWJkYjMtNTQxZjFkNmUyNWNjXkEyXkFqcGdeQXVyMjI1OTY0MTM@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
Santa Games;;90;Comedy;2022;When the manager of a mall where Santa Charles work decides to replace him, he asks to find his replacement. When this ad goes viral, the interview process becomes a series of tasks and challenges leading to an all-out competition.;Keoni Waxman;https://m.media-amazon.com/images/M/MV5BY2VjODJkYjUtODBmYS00ZGNkLWE3NWUtZDA3OGNiNDRlNjNkXkEyXkFqcGdeQXVyOTYwNjI5MzU@._V1_UY209_CR2,0,140,209_AL_.jpg;Movie
Christmas Joy;TV-G;84;Family, Romance;2018;Joy Holbrook is a market researcher about to get a sweet promotion just in time for the holidays. But she receives an urgent phone call from home and rushes back to help her Aunt recover from surgery, reuniting with her former crush, Ben.;Monika Mitchell;https://m.media-amazon.com/images/M/MV5BM2RlNzI4MjYtZDE0MC00OWRjLWEwYTgtMGY0MTcyY2UxM2ViXkEyXkFqcGdeQXVyNzg0MDM4NTc@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Broadcasting Christmas;TV-G;84;Comedy, Drama, Family;2016;Two news broadcasters who previously were in love fight for a position as a morning talk show host that they both want, ultimately finding what made them like each other so much in the first place.;Peter Sullivan;https://m.media-amazon.com/images/M/MV5BMTk1NjE0Nzk5MF5BMl5BanBnXkFtZTgwNDA5MjE2MDI@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Heavenly Christmas;TV-G;93;Drama, Fantasy, Romance;2016;Upon her untimely death, a workaholic who never put much value into the joys of Christmas finds herself recruited to be a Christmas Angel -- and is assigned a hard luck case that she accidentally falls in love with.;Paul Shapiro;https://m.media-amazon.com/images/M/MV5BOTM1YThjOWUtZjYxMS00NTZhLTk0MzktODBlZjJhMDAyNDdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDYwNTg3OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Santa Suit;TV-G;89;Adventure, Comedy, Family;2010;Hunter Toys CEO Drake Hunter turned his father's company from a cozy quality manufacturer into a ruthless, profitable business. After denying his staff any further festive generosity, the ...                See full summary »;Robert Vaughn;https://m.media-amazon.com/images/M/MV5BMTQ0NjEyMTY1OF5BMl5BanBnXkFtZTcwNTgwNDk5Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Spruces and the Pines;Unrated;86;Comedy, Drama, Family;2017;Julie (Jonna Walsh) and Rick (Nick Ballard) fall in love despite being on opposite sides of feuding Christmas-tree-farm families.;John Stimpson;https://m.media-amazon.com/images/M/MV5BMGMxYzBmZTctZjk0My00NDcxLWIyN2UtNzI0ZTAzYjJiNDgwXkEyXkFqcGdeQXVyNDI3NjA5MTY@._V1_UY209_CR1,0,140,209_AL_.jpg;Movie
A Christmas Memory;Not Rated;96;Drama, Family;1997;Seven year old Buddy experiences the best of country life, friendship, and the joy of giving during the Christmas season. Based on the story by Truman Capote.;Glenn Jordan;https://m.media-amazon.com/images/M/MV5BMTQzMzcwMjE4NF5BMl5BanBnXkFtZTgwOTg1MjgwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas Everlasting;TV-PG;85;Drama, Romance;2018;A hotshot lawyer returns to her childhood home following a death in the family.;Ron Oliver;https://m.media-amazon.com/images/M/MV5BMDFjZWY5ZmMtYzE1MC00NjQ1LTk3OWMtNzFjN2M3M2U4MTM2XkEyXkFqcGdeQXVyMjQ3NTEwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Cloudy with a Chance of Christmas;;90;Comedy, Romance;2022;When a weather forecaster is asked to host her network's annual snow-cast in the wintry town of Leavenworth live with the network's morning show host and a longtime rival of hers, tension brews and romantic sparks fly between them on air.;Jake Helgren;https://m.media-amazon.com/images/M/MV5BZWU1YzQzN2QtNzU5NC00MzY5LThjMzItZjk5OWFkNzlhNmI1XkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Santa Baby;PG;89;Animation, Comedy, Fantasy;2006;Mary Class is a highly successful business executive - who just happens to be the daughter of Santa Claus. But when her father falls ill, Mary returns to the North Pole and the life she ...                See full summary »;Ron Underwood;https://m.media-amazon.com/images/M/MV5BZTljOTVjZmItZDU1Mi00ZGI1LWI3YjItNzljMmFiMzUzZTZhXkEyXkFqcGdeQXVyMjczOTU2NTI@._V1_UY209_CR3,0,140,209_AL_.jpg;Movie
Christmas at Graceland;TV-G;85;Comedy, Drama, Family;2018;A Chicago-based business executive travels to Memphis to secure one of the city's oldest family-owned banks. While in Memphis she reunites with an old flame, Clay, a local music promoter with loftier aspirations.;Eric Close;https://m.media-amazon.com/images/M/MV5BY2I1Y2ZjN2UtN2EwZS00ODRkLTg1MjEtMzQyY2RhZjA2YjRmXkEyXkFqcGdeQXVyNzg0MDM4NTc@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas with the Darlings;TV-G;84;Comedy, Family, Romance;2020;A woman helps a charming man look after his orphaned nieces and nephew during the holidays.;Catherine Cyran;https://m.media-amazon.com/images/M/MV5BODRmYjk5YjgtODI1ZC00OTU1LTk0MGQtYzQxZmYyMzNiOGRmXkEyXkFqcGdeQXVyMjMxMTE2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas with a Prince: Becoming Royal;TV-G;93;Romance;2019;Its Christmas again and Dr Tasha is on her way to meet Prince Alexander in St. Savarre. Though this is a happy time it is also a very stressful as a treaty is being negotiated between St. ...                See full summary »;Justin G. Dyck;https://m.media-amazon.com/images/M/MV5BZmRmMjgxOGEtMDQxMy00Yjc2LTkxZjctZjc2NmY2NzQ5Njg2XkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR0,0,140,209_AL_.jpg;Movie
A Golden Christmas;TV-PG;95;Comedy, Drama, Family;2009;"A woman visits her parents for Christmas. Hearing that they've ""sold"" the house, she wants to buy it. At 9 she had a BFF in the woods nearby named Han Solo. She and the buyer are single, divorced and have a child each. Is he her Han?";John Murlowski;https://m.media-amazon.com/images/M/MV5BMTM2OTk0MTUzM15BMl5BanBnXkFtZTcwMDc1NzI5Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg;Movie
Love You Like Christmas;TV-G;90;Drama, Romance;2016;A high-powered marketing executive reconsiders her priorities when car trouble strands her in a small Ohioan town for the Christmas season.;Graeme Campbell;https://m.media-amazon.com/images/M/MV5BMGIxOWE3N2QtNDBlNC00NjUxLThmNzgtYTU1ODg5ZDQzZjAwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDI3NzEyNjY@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
The Enchanted Christmas Cake;;84;Romance;2021;Gwen recently lost her grandmother and she is struggling to run their bakery and regain the Christmas spirit, and figure out her grandmother's magical recipe for the town's legendary Enchanted Christmas Cake.;Robert Vaughn;https://m.media-amazon.com/images/M/MV5BMmQxMzNkMTktZjcxZi00ODdjLTk5Y2YtM2FhZjA2YjE4ZDAyXkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
A Very Vintage Christmas;TV-G;87;Comedy, Drama, Romance;2019;An antique store owner (Tia Mowry-Hardrict) discovers a memory box of sentimental trinkets and attempts to find its rightful owner.;Paul A. Kaufman;https://m.media-amazon.com/images/M/MV5BNTlhNWY2YTYtNTExYS00NzM1LWJjM2QtODc4YjBiOTczM2FhXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY209_CR8,0,140,209_AL_.jpg;Movie
Christmas Child;Not Rated;96;Drama;2004;A life-sized nativity leads a man to learn about his past and lost family.;Bill Ewing;https://m.media-amazon.com/images/M/MV5BMjAxOTIyNjc4MV5BMl5BanBnXkFtZTcwNjE4OTQ5Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas Love Letter;TV-PG;86;Comedy, Drama, Mystery;2019;When relationship advice columnist Amalie Hess receives an unsigned love letter in a Christmas card, she returns to her hometown to solve the mystery of who sent it and maybe find true love.;Damián Romay;https://m.media-amazon.com/images/M/MV5BM2EyMzE5ZDQtZTMyNC00MTExLThlMmYtNGFjNDc5MTViOWQyXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Christmas Eve on Sesame Street;TV-Y;60;Comedy, Family, Music;1978;Big Bird worries when Oscar tells him that if Santa Claus can't fit down the chimney on Christmas Eve, nobody would get presents.;Jon Stone;https://m.media-amazon.com/images/M/MV5BMzVhNzIzZWUtZDgyNC00NTViLTgyMGYtNDNiZDM0NjgzZWVmXkEyXkFqcGdeQXVyODUzMjQxMTA@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
Heidi;Passed;88;Drama, Family, Musical;1937;A plucky little orphan girl gets dumped abruptly into her gruff, hermit grandfather's care, then later gets retaken and delivered as a companion for an injured girl.;Allan Dwan;https://m.media-amazon.com/images/M/MV5BMzRlZThjM2QtNWRjNi00MjU2LWE4NWMtMmJjOWNhNGQxMTYyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg;Movie
